JAN 2011 r,FEB 2011 r,MAR 2011 r,APR 2011 r,MAY 2011 r,JUN 2011 r,JUL 2011 r,AUG 2011 r,SEP 2011 r,OCT 2011 r,NOV 2011 r,DEC 2011 r,JAN 2012 r,FEB 2012 r,MAR 2012 r,APR 2012 r,MAY 2012 r,JUN 2012 r,JUL 2012 r,AUG 2012 r,SEP 2012 r,OCT 2012 r,NOV 2012 r,DEC 2012 r,JAN 2013 r,FEB 2013 r,MAR 2013 r,APR 2013 r,MAY 2013 r,JUN 2013 r,JUL 2013 r,AUG 2013 r,SEP 2013 r,OCT 2013 r,NOV 2013 r,DEC 2013 r,JAN 2014 r,FEB 2014 r,MAR 2014 r,APR 2014 r,MAY 2014 r,JUN 2014 r,JUL 2014 r,AUG 2014 r,SEP 2014 r,OCT 2014 r,NOV 2014 r,DEC 2014 r,JAN 2015 r,FEB 2015 r,MAR 2015 r,APR 2015 r,MAY 2015 r,JUN 2015 r,JUL 2015 r,AUG 2015 r,SEP 2015 r,OCT 2015 r,NOV 2015 r,DEC 2015 r,JAN 2016 r,FEB 2016 r,MAR 2016 r,APR 2016 r,MAY 2016 r,JUN 2016 r,JUL 2016 r,AUG 2016 r,SEP 2016 r,OCT 2016 r,NOV 2016 r,DEC 2016 r,JAN 2017 r,FEB 2017 r,MAR 2017 r,APR 2017 r,MAY 2017 r,JUN 2017 r,JUL 2017 r,AUG 2017 r,SEP 2017 r,OCT 2017 r,NOV 2017 r,DEC 2017 r,JAN 2018 r,FEB 2018 r,MAR 2018 r,APR 2018 r,MAY 2018 r,JUN 2018 p,JUL 2018 r,AUG 2018 r,SEP 2018 r,OCT 2018 r,NOV 2018 r,DEC 2018 r,JAN 2019 r,FEB 2019 r,MAR 2019 r,APR 2019 r,MAY 2019 r,JUN 2019 r,JUL 2019 r,AUG 2019 r,SEP 2019 r,OCT 2019 r,NOV 2019 r,DEC 2019 r,JAN 2020 r,FEB 2020 r,MAR 2020 r,APR 2020 r,MAY 2020 r,JUN 2020 r,JUL 2020 r,AUG 2020 r,SEP 2020 r,OCT 2020 r,NOV 2020 r,DEC 2020 r,JAN 2021 r,FEB 2021 r,MAR 2021 r,APR 2021 r,MAY 2021 r,JUN 2021 r,JUL 2021 r,AUG 2021 r,SEP 2021 r,OCT 2021 r,NOV 2021 r,DEC 2021 r,JAN 2022 r,FEB 2022 r,MAR 2022 r,APR 2022 r,MAY 2022 r,JUN 2022 r,JUL 2022 r,AUG 2022 r,SEP 2022 r,OCT 2022 r,NOV 2022 r,DEC 2022 r,JAN 2023 r,FEB 2023 r,MAR 2023 r,APR 2023 r,MAY 2023 r,JUN 2023 r,JUL 2023 r,AUG 2023 r,SEP 2023 r,OCT 2023 r,NOV 2023 r,DEC 2023 r,JAN 2024 r,FEB 2024 r,MAR 2024 r,APR 2024 p
Coincident Economic Index,77.49,77.54,79.28,76.86,75.62,77.24,76.58,77.44,77.94,71.19,69.80,75.86,77.66,81.69,81.00,80.53,81.86,81.21,81.31,81.22,81.76,82.58,84.69,83.11,84.91,83.74,84.07,83.47,83.94,82.87,83.56,84.20,83.15,83.72,83.63,83.54,84.09,83.70,83.55,84.24,84.07,84.08,84.78,84.22,85.01,86.16,84.71,86.10,86.09,86.32,86.33,87.07,85.90,86.76,88.26,87.23,87.60,88.28,87.87,88.79,87.92,89.59,89.66,89.70,89.35,90.54,89.83,90.54,91.36,90.61,91.30,91.96,91.25,92.47,93.61,92.67,94.26,94.44,93.37,95.41,95.31,93.86,94.92,95.98,96.90,97.23,97.28,97.89,98.80,97.97,97.63,97.73,97.99,97.54,99.18,98.74,99.59,99.67,100.02,100.63,100.88,100.01,100.85,100.31,99.40,100.62,98.97,98.90,100.08,98.64,94.34,88.08,87.19,89.84,93.85,93.35,94.50,94.78,94.97,96.45,93.94,94.43,97.42,96.36,94.37,95.15,94.39,92.35,94.58,95.53,96.71,99.40,96.85,96.90,97.41,97.93,97.28,97.81,96.95,98.05,98.79,97.95,98.46,98.99,98.95,99.43,100.16,99.18,99.62,99.42,99.02,99.39,99.67,100.23,100.50,99.87,100.88,101.83,100.15,102.28
